2397,A. Muruganathan,Neurologist,Epilepsy,1
2398,A. Muruganathan,Neurologist,Epilepsy,1
2399,A. Muruganathan,Neurologist,Epilepsy,1
2903,A. Pandey,Neurologist,Alzheimer,2
2904,A. Pandey,Neurologist,Alzheimer,2
2905,A. Pandey,Neurologist,Alzheimer,2
2955,A. Pandey,Neurologist,Brain Tumour,5
2956,A. Pandey,Neurologist,Brain Tumour,5
2957,A. Pandey,Neurologist,Migrane,4
2958,A. Pandey,Neurologist,Migrane,4
2959,A. Pandey,Neurologist,Sclerosis,3
2960,A. Pandey,Neurologist,Sclerosis,3
2961,A. Pandey,Neurologist,Epilepsy,1
2962,A. Pandey,Neurologist,Epilepsy,1
386,A.C. Ammini,Cardiologist,Vascular Disease,1
387,A.C. Ammini,Cardiologist,Vascular Disease,1
388,A.C. Ammini,Cardiologist,Vascular Disease,1
389,A.C. Ammini,Cardiologist,Vascular Disease,1
393,A.C. Ammini,Cardiologist,Vascular Disease,1
437,A.C. Ammini,Cardiologist,Arrhythmia,2
443,A.C. Ammini,Cardiologist,Arrhythmia,2
474,A.C. Ammini,Cardiologist,Arrhythmia,2
475,A.C. Ammini,Cardiologist,Arrhythmia,2
679,A.C. Ammini,Cardiologist,Heart Failure,5
81,A.C. Anand,Cardiologist,Heart Failure,5
82,A.C. Anand,Cardiologist,Heart Failure,5
105,A.C. Anand,Cardiologist,Heart Failure,5
110,A.C. Anand,Cardiologist,Heart Failure,5
123,A.C. Anand,Cardiologist,Stroke,4
131,A.C. Anand,Cardiologist,Stroke,4
132,A.C. Anand,Cardiologist,Arrhythmia,2
136,A.C. Anand,Cardiologist,Arrhythmia,2
3,A.K. Agarwal,Cardiologist,Arrhythmia,2
80,A.K. Agarwal,Cardiologist,Stroke,4
149,A.K. Agarwal,Cardiologist,Stroke,4
279,A.K. Agarwal,Cardiologist,Heart Failure,5
357,A.K. Agarwal,Cardiologist,Heart Failure,5
446,A.K. Agarwal,Cardiologist,Heart Failure,5
2299,A.K. Meena,Orthopedic Surgeon,Bone Fractures,5
2300,A.K. Meena,Orthopedic Surgeon,Bone Fractures,5
2301,A.K. Meena,Orthopedic Surgeon,Bone Fractures,5
2302,A.K. Meena,Orthopedic Surgeon,Bone Fractures,5
2332,A.K. Meena,Orthopedic Surgeon,Osteoporosis,4
2333,A.K. Meena,Orthopedic Surgeon,Osteoporosis,4
2334,A.K. Meena,Orthopedic Surgeon,Osteoporosis,4
2345,A.K. Meena,Orthopedic Surgeon,Scoliosis,3
2354,A.K. Meena,Orthopedic Surgeon,Neck Pain,2
2364,A.K. Meena,Orthopedic Surgeon,Lower Back Pain,1
2365,A.K. Meena,Orthopedic Surgeon,Lower Back Pain,1
986,A.K.Hooda,Dermatologist,psoriasis,5
987,A.K.Hooda,Dermatologist,acne,2
988,A.K.Hooda,Dermatologist,eczema,4
989,A.K.Hooda,Dermatologist,ichthyosis,1
990,A.K.Hooda,Dermatologist,psoriasis,5
991,A.K.Hooda,Dermatologist,sunburn,3
992,A.K.Hooda,Dermatologist,ichthyosis,1
1072,A.K.Jaiwal,Dermatologist,psoriasis,5
1073,A.K.Jaiwal,Dermatologist,eczema,4
1074,A.K.Jaiwal,Dermatologist,sunburn,3
1075,A.K.Jaiwal,Dermatologist,psoriasis,5
1076,A.K.Jaiwal,Dermatologist,acne,2
1077,A.K.Jaiwal,Dermatologist,ichthyosis,1
1078,A.K.Jaiwal,Dermatologist,eczema,4
1079,A.K.Jaiwal,Dermatologist,sunburn,3
1080,A.K.Jaiwal,Dermatologist,psoriasis,5
1081,A.K.Jaiwal,Dermatologist,acne,2
1082,A.K.Jaiwal,Dermatologist,ichthyosis,1
1083,A.K.Jaiwal,Dermatologist,eczema,4
1084,A.K.Jaiwal,Dermatologist,psoriasis,5
2021,A.K.Meenakshi,Opthalmologist,conjunctivitis,2
2022,A.K.Meena,Opthalmologist,mascular degeneration,3
2023,A.K.Meena,Opthalmologist,retinal disorder,4
2024,A.K.Meena,Opthalmologist,dry eye,1
2025,A.K.Meena,Opthalmologist,conjunctivitis,2
2026,A.K.Meena,Opthalmologist,cataracts,5
2027,A.K.Meena,Opthalmologist,retinal disorder,4
2028,A.K.Meena,Opthalmologist,dry eye,1
2029,A.K.Meena,Opthalmologist,cataracts,5
2030,A.K.Meena,Opthalmologist,mascular degeneration,3
2031,A.K.Meena,Opthalmologist,cataracts,5
2032,A.K.Meena,Opthalmologist,conjunctivitis,2
2033,A.K.Meena,Opthalmologist,mascular degeneration,3
1875,A.N. Malaviya,Urologist,postate cancer,5
1876,A.N. Malaviya,Urologist,overactive bladder,2
1877,A.N. Malaviya,Urologist,prostatis,1
1878,A.N. Malaviya,Urologist,overactive bladder,2
1879,A.N. Malaviya,Urologist,hematuria,3
1880,A.N. Malaviya,Urologist,blasser prolapse,4
1881,A.N. Malaviya,Urologist,prostatis,1
2617,A.S. Narula,Neurologist,Alzheimer,2
2618,A.S. Narula,Neurologist,Alzheimer,2
2619,A.S. Narula,Neurologist,Alzheimer,2
2620,A.S. Narula,Neurologist,Alzheimer,2
2621,A.S. Narula,Neurologist,Alzheimer,2
284,Abdul Hamid,Physiotherapist,Asthma,2
285,Abdul Hamid,Physiotherapist,Asthma,2
286,Abdul Hamid,Physiotherapist,Asthma,2
308,Abdul Hamid,Physiotherapist,Arthiritis,3
309,Abdul Hamid,Physiotherapist,Arthiritis,3
319,Abdul Hamid,Physiotherapist,Arthiritis,3
329,Abdul Hamid,Physiotherapist,Dementia,4
340,Abdul Hamid,Physiotherapist,Dementia,4
341,Abdul Hamid,Physiotherapist,Dementia,4
1775,Abhinay Bigile,Urologist,postate cancer,5
1776,Abhinay Bigile,Urologist,blasser prolapse,4
1777,Abhinay Bigile,Urologist,prostatis,1
1778,Abhinay Bigile,Urologist,postate cancer,5
1779,Abhinay Bigile,Urologist,prostatis,1
1780,Abhinay Bigile,Urologist,blasser prolapse,4
1781,Abhinay Bigile,Urologist,postate cancer,5
1782,Abhinay Bigile,Urologist,hematuria,3
1783,Abhinay Bigile,Urologist,overactive bladder,2
1784,Abhinay Bigile,Urologist,prostatis,1
2134,Abhinay pk,Opthalmologist,conjunctivitis,2
2135,Abhinay pk,Opthalmologist,mascular degeneration,3
2136,Abhinay pk,Opthalmologist,retinal disorder,4
2137,Abhinay pk,Opthalmologist,mascular degeneration,3
2138,Abhinay pk,Opthalmologist,retinal disorder,4
2139,Abhinay pk,Opthalmologist,cataracts,5
2140,Abhinay pk,Opthalmologist,dry eye,1
2141,Abhinay pk,Opthalmologist,conjunctivitis,2
1477,Abhishek Kochar,Gynecologist,menstrual disorder,4
1478,Abhishek Kochar,Gynecologist,amenorrhea,3
1479,Abhishek Kochar,Gynecologist,endometriosis,5
1480,Abhishek Kochar,Gynecologist,pelvic pain,1
1481,Abhishek Kochar,Gynecologist,endometriosis,5
1482,Abhishek Kochar,Gynecologist,pelvic pain,1
1483,Abhishek Kochar,Gynecologist,menstrual disorder,4
1484,Abhishek Kochar,Gynecologist,uterine fibroids,2
1485,Abhishek Kochar,Gynecologist,amenorrhea,3
1486,Abhishek Kochar,Gynecologist,pelvic pain,1
1514,Abraham Koshy,Urologist,blasser prolapse,4
1515,Abraham Koshy,Urologist,overactive bladder,2
1516,Abraham Koshy,Urologist,blasser prolapse,4
1517,Abraham Koshy,Urologist,hematuria,3
1518,Abraham Koshy,Urologist,postate cancer,5
1519,Abraham Koshy,Urologist,blasser prolapse,4
1520,Abraham Koshy,Urologist,overactive bladder,2
1521,Abraham Koshy,Urologist,postate cancer,5
1522,Abraham Koshy,Urologist,hematuria,3
1523,Abraham Koshy,Urologist,prostatis,1
2072,Aditya P Misra,Opthalmologist,dry eye,1
2073,Aditya P Misra,Opthalmologist,conjunctivitis,2
2074,Aditya P Misra,Opthalmologist,cataracts,5
2075,Aditya P Misra,Opthalmologist,retinal disorder,4
2076,Aditya P Misra,Opthalmologist,mascular degeneration,3
2077,Aditya P Misra,Opthalmologist,conjunctivitis,2
2078,Aditya P Misra,Opthalmologist,dry eye,1
2280,Aditya Prakash,Orthopedic Surgeon,Osteoporosis,4
2281,Aditya Prakash,Orthopedic Surgeon,Osteoporosis,4
2286,Aditya Prakash,Orthopedic Surgeon,Scoliosis,3
2287,Aditya Prakash,Orthopedic Surgeon,Scoliosis,3
2288,Aditya Prakash,Orthopedic Surgeon,Scoliosis,3
2324,Aditya Prakash,Orthopedic Surgeon,Neck Pain,2
2325,Aditya Prakash,Orthopedic Surgeon,Neck Pain,2
2326,Aditya Prakash,Orthopedic Surgeon,Neck Pain,2
2327,Aditya Prakash,Orthopedic Surgeon,Neck Pain,2
2346,Aditya Prakash,Orthopedic Surgeon,Lower Back Pain,1
2717,Aijaz H. Mansoor,Orthopedic Surgeon,Bone Fractures,5
2718,Aijaz H. Mansoor,Orthopedic Surgeon,Bone Fractures,5
2719,Aijaz H. Mansoor,Orthopedic Surgeon,Bone Fractures,5
2757,Aijaz H. Mansoor,Orthopedic Surgeon,Osteoporosis,4
2758,Aijaz H. Mansoor,Orthopedic Surgeon,Osteoporosis,4
2759,Aijaz H. Mansoor,Orthopedic Surgeon,Osteoporosis,4
2808,Aijaz H. Mansoor,Orthopedic Surgeon,Scoliosis,3
2812,Aijaz H. Mansoor,Orthopedic Surgeon,Scoliosis,3
2813,Aijaz H. Mansoor,Orthopedic Surgeon,Scoliosis,3
2948,Aijaz H. Mansoor,Orthopedic Surgeon,Neck Pain,2
2949,Aijaz H. Mansoor,Orthopedic Surgeon,Neck Pain,2
2950,Aijaz H. Mansoor,Orthopedic Surgeon,Neck Pain,2
468,Alan F. Almeida,Cardiologist,Cardiomyopathy,3
470,Alan F. Almeida,Cardiologist,Cardiomyopathy,3
514,Alan F. Almeida,Cardiologist,Cardiomyopathy,3
544,Alan F. Almeida,Cardiologist,Stroke,4
549,Alan F. Almeida,Cardiologist,Stroke,4
584,Alan F. Almeida,Cardiologist,Stroke,4
613,Alan F. Almeida,Cardiologist,Heart Failure,5
641,Alan F. Almeida,Cardiologist,Heart Failure,5
643,Alan F. Almeida,Cardiologist,Heart Failure,5
2158,Alladi Mohan,Opthalmologist,dry eye,1
2159,Alladi Mohan,Opthalmologist,conjunctivitis,2
2160,Alladi Mohan,Opthalmologist,mascular degeneration,3
2161,Alladi Mohan,Opthalmologist,cataracts,5
2162,Alladi Mohan,Opthalmologist,dry eye,1
2163,Alladi Mohan,Opthalmologist,cataracts,5
2164,Alladi Mohan,Opthalmologist,retinal disorder,4
2165,Alladi Mohan,Opthalmologist,conjunctivitis,2
2110,Ambrish Mithal,Opthalmologist,conjunctivitis,2
2111,Ambrish Mithal,Opthalmologist,mascular degeneration,3
2112,Ambrish Mithal,Opthalmologist,retinal disorder,4
2113,Ambrish Mithal,Opthalmologist,dry eye,1
2114,Ambrish Mithal,Opthalmologist,conjunctivitis,2
2115,Ambrish Mithal,Opthalmologist,retinal disorder,4
2116,Ambrish Mithal,Opthalmologist,mascular degeneration,3
2117,Ambrish Mithal,Opthalmologist,dry eye,1
2118,Ambrish Mithal,Opthalmologist,conjunctivitis,2
2119,Ambrish Mithal,Opthalmologist,cataracts,5
2120,Ambrish Mithal,Opthalmologist,retinal disorder,4
2121,Ambrish Mithal,Opthalmologist,cataracts,5
2122,Ambrish Mithal,Opthalmologist,dry eye,1
2098,Amit Misra P,Opthalmologist,dry eye,1
2099,Amit Misra P,Opthalmologist,retinal disorder,4
2100,Amit Misra P,Opthalmologist,mascular degeneration,3
2101,Amit Misra P,Opthalmologist,cataracts,5
2102,Amit Misra P,Opthalmologist,conjunctivitis,2
2103,Amit Misra P,Opthalmologist,dry eye,1
2104,Amit Misra P,Opthalmologist,mascular degeneration,3
2105,Amit Misra P,Opthalmologist,conjunctivitis,2
2106,Amit Misra P,Opthalmologist,cataracts,5
2107,Amit Misra P,Opthalmologist,mascular degeneration,3
2108,Amit Misra P,Opthalmologist,retinal disorder,4
2109,Amit Misra P,Opthalmologist,dry eye,1
2123,Amit Mittal,Opthalmologist,mascular degeneration,3
2124,Amit Mittal,Opthalmologist,retinal disorder,4
2125,Amit Mittal,Opthalmologist,dry eye,1
2126,Amit Mittal,Opthalmologist,cataracts,5
2127,Amit Mittal,Opthalmologist,mascular degeneration,3
2128,Amit Mittal,Opthalmologist,conjunctivitis,2
2129,Amit Mittal,Opthalmologist,cataracts,5
2130,Amit Mittal,Opthalmologist,retinal disorder,4
2131,Amit Mittal,Opthalmologist,mascular degeneration,3
2132,Amit Mittal,Opthalmologist,conjunctivitis,2
2133,Amit Mittal,Opthalmologist,dry eye,1
183,Amit Vora,Physiotherapist,Back Pain,1
233,Amit Vora,Physiotherapist,Asthma,2
248,Amit Vora,Physiotherapist,Asthma,2
249,Amit Vora,Physiotherapist,Asthma,2
250,Amit Vora,Physiotherapist,Asthma,2
255,Amit Vora,Physiotherapist,Chronic Pain,5
256,Amit Vora,Physiotherapist,Chronic Pain,5
257,Amit Vora,Physiotherapist,Chronic Pain,5
258,Amit Vora,Physiotherapist,Chronic Pain,5
290,Amit Vora,Physiotherapist,Dementia,4
299,Amit Vora,Physiotherapist,Dementia,4
300,Amit Vora,Physiotherapist,Dementia,4
5,Amita Aggarwal,Cardiologist,Heart Failure,5
14,Amita Aggarwal,Cardiologist,Heart Failure,5
64,Amita Aggarwal,Cardiologist,Stroke,4
151,Amita Aggarwal,Cardiologist,Stroke,4
221,Amita Aggarwal,Cardiologist,Cardiomyopathy,3
276,Amita Aggarwal,Cardiologist,Cardiomyopathy,3
328,Amita Aggarwal,Cardiologist,Arrhythmia,2
453,Amita Aggarwal,Cardiologist,Arrhythmia,2
547,Amita Aggarwal,Cardiologist,Vascular Disease,1
665,Amita Aggarwal,Cardiologist,Vascular Disease,1
1561,Amith Kulkarni,Urologist,overactive bladder,2
1562,Amith Kulkarni,Urologist,postate cancer,5
1563,Amith Kulkarni,Urologist,blasser prolapse,4
1564,Amith Kulkarni,Urologist,prostatis,1
1565,Amith Kulkarni,Urologist,hematuria,3
1566,Amith Kulkarni,Urologist,overactive bladder,2
1567,Amith Kulkarni,Urologist,prostatis,1
791,Amod Gupta,Dermatologist,eczema,4
792,Amod Gupta,Dermatologist,psoriasis,5
793,Amod Gupta,Dermatologist,acne,2
794,Amod Gupta,Dermatologist,ichthyosis,1
795,Amod Gupta,Dermatologist,sunburn,3
796,Amod Gupta,Dermatologist,acne,2
797,Amod Gupta,Dermatologist,eczema,4
798,Amod Gupta,Dermatologist,ichthyosis,1
799,Amod Gupta,Dermatologist,psoriasis,5
800,Amod Gupta,Dermatologist,sunburn,3
1168,Anath Joshi,Gynecologist,uterine fibroids,2
1169,Anath Joshi,Gynecologist,menstrual disorder,4
1170,Anath Joshi,Gynecologist,amenorrhea,3
1171,Anath Joshi,Gynecologist,menstrual disorder,4
1172,Anath Joshi,Gynecologist,endometriosis,5
1173,Anath Joshi,Gynecologist,pelvic pain,1
1174,Anath Joshi,Gynecologist,amenorrhea,3
1175,Anath Joshi,Gynecologist,uterine fibroids,2
1176,Anath Joshi,Gynecologist,endometriosis,5
929,Anil,Dermatologist,eczema,4
930,Anil,Dermatologist,sunburn,3
931,Anil,Dermatologist,psoriasis,5
932,Anil,Dermatologist,sunburn,3
933,Anil,Dermatologist,psoriasis,5
934,Anil,Dermatologist,acne,2
935,Anil,Dermatologist,sunburn,3
936,Anil,Dermatologist,psoriasis,5
937,Anil,Dermatologist,eczema,4
938,Anil,Dermatologist,acne,2
939,Anil,Dermatologist,sunburn,3
940,Anil,Dermatologist,ichthyosis,1
29,Anil Bhansali,Physiotherapist,Dementia,4
30,Anil Bhansali,Physiotherapist,Dementia,4
31,Anil Bhansali,Physiotherapist,Dementia,4
32,Anil Bhansali,Physiotherapist,Dementia,4
33,Anil Bhansali,Physiotherapist,Chronic Pain,5
34,Anil Bhansali,Physiotherapist,Back Pain,1
426,Anita M,Physiotherapist,Chronic Pain,5
427,Anita M,Physiotherapist,Chronic Pain,5
428,Anita M,Physiotherapist,Chronic Pain,5
429,Anita M,Physiotherapist,Chronic Pain,5
441,Anita M,Physiotherapist,Asthma,2
442,Anita M,Physiotherapist,Dementia,4
620,Anita M,Physiotherapist,Dementia,4
621,Anita M,Physiotherapist,Dementia,4
1014,Ankit,Dermatologist,psoriasis,5
1015,Ankit,Dermatologist,sunburn,3
1016,Ankit,Dermatologist,ichthyosis,1
1017,Ankit,Dermatologist,eczema,4
1018,Ankit,Dermatologist,acne,2
1019,Ankit,Dermatologist,psoriasis,5
1020,Ankit,Dermatologist,ichthyosis,1
1021,Ankit,Dermatologist,eczema,4
1022,Ankit,Dermatologist,acne,2
1023,Ankit,Dermatologist,psoriasis,5
801,Ankur Gupta,Dermatologist,ichthyosis,1
802,Ankur Gupta,Dermatologist,acne,2
803,Ankur Gupta,Dermatologist,sunburn,3
804,Ankur Gupta,Dermatologist,eczema,4
805,Ankur Gupta,Dermatologist,psoriasis,5
806,Ankur Gupta,Dermatologist,eczema,4
807,Ankur Gupta,Dermatologist,sunburn,3
2079,Anoop Misra,Opthalmologist,conjunctivitis,2
2080,Anoop Misra,Opthalmologist,retinal disorder,4
2081,Anoop Misra,Opthalmologist,cataracts,5
2082,Anoop Misra,Opthalmologist,dry eye,1
2083,Anoop Misra,Opthalmologist,mascular degeneration,3
2084,Anoop Misra,Opthalmologist,retinal disorder,4
2085,Anoop Misra,Opthalmologist,cataracts,5
2086,Anoop Misra,Opthalmologist,mascular degeneration,3
2087,Anoop Misra,Opthalmologist,conjunctivitis,2
9,Anuj Kumar Bansal,Physiotherapist,Asthma,2
10,Anuj Kumar Bansal,Physiotherapist,Arthiritis,3
11,Anuj Kumar Bansal,Physiotherapist,Back Pain,1
12,Anuj Kumar Bansal,Physiotherapist,Chronic Pain,5
13,Anuj Kumar Bansal,Physiotherapist,Dementia,4
206,Aparna Agrawal,Cardiologist,Heart Failure,5
207,Aparna Agrawal,Cardiologist,Stroke,4
253,Aparna Agrawal,Cardiologist,Arrhythmia,2
320,Aparna Agrawal,Cardiologist,Cardiomyopathy,3
335,Aparna Agrawal,Cardiologist,Vascular Disease,1
374,Aparna Agrawal,Cardiologist,Vascular Disease,1
419,Aparna Agrawal,Cardiologist,Vascular Disease,1
455,Aparna Agrawal,Cardiologist,Vascular Disease,1
2883,Aparna Palit,Neurologist,Sclerosis,3
2884,Aparna Palit,Neurologist,Sclerosis,3
2885,Aparna Palit,Neurologist,Sclerosis,3
2886,Aparna Palit,Neurologist,Alzheimer,2
2887,Aparna Palit,Neurologist,Alzheimer,2
2888,Aparna Palit,Neurologist,Alzheimer,2
2889,Aparna Palit,Neurologist,Alzheimer,2
2419,Apoorva Pauranik,Neurologist,Brain Tumour,5
2420,Apoorva Pauranik,Neurologist,Brain Tumour,5
2440,Apoorva Pauranik,Neurologist,Brain Tumour,5
2488,Apoorva Pauranik,Neurologist,Migrane,4
2489,Apoorva Pauranik,Neurologist,Migrane,4
2522,Apoorva Pauranik,Neurologist,Migrane,4
2523,Apoorva Pauranik,Neurologist,Migrane,4
2530,Apoorva Pauranik,Neurologist,Sclerosis,3
2531,Apoorva Pauranik,Neurologist,Sclerosis,3
2556,Apoorva Pauranik,Neurologist,Sclerosis,3
2557,Apoorva Pauranik,Neurologist,Alzheimer,2
2577,Apoorva Pauranik,Neurologist,Alzheimer,2
2578,Apoorva Pauranik,Neurologist,Epilepsy,1
1606,Arohi Kumar,Urologist,overactive bladder,2
1607,Arohi Kumar,Urologist,blasser prolapse,4
1608,Arohi Kumar,Urologist,hematuria,3
1609,Arohi Kumar,Urologist,blasser prolapse,4
1610,Arohi Kumar,Urologist,postate cancer,5
1611,Arohi Kumar,Urologist,hematuria,3
1612,Arohi Kumar,Urologist,overactive bladder,2
1613,Arohi Kumar,Urologist,prostatis,1
993,Arun C. Inamadar,Dermatologist,psoriasis,5
994,Arun C. Inamadar,Dermatologist,sunburn,3
995,Arun C. Inamadar,Dermatologist,ichthyosis,1
996,Arun C. Inamadar,Dermatologist,psoriasis,5
997,Arun C. Inamadar,Dermatologist,eczema,4
998,Arun C. Inamadar,Dermatologist,acne,2
2497,Aryan Sunny,Orthopedic Surgeon,Bone Fractures,5
2498,Aryan Sunny,Orthopedic Surgeon,Bone Fractures,5
2499,Aryan Sunny,Orthopedic Surgeon,Bone Fractures,5
2527,Aryan Sunny,Orthopedic Surgeon,Osteoporosis,4
2528,Aryan Sunny,Orthopedic Surgeon,Osteoporosis,4
2529,Aryan Sunny,Orthopedic Surgeon,Osteoporosis,4
2641,Aryan Sunny,Orthopedic Surgeon,Scoliosis,3
2642,Aryan Sunny,Orthopedic Surgeon,Scoliosis,3
2643,Aryan Sunny,Orthopedic Surgeon,Scoliosis,3
2425,Ashish Kumar,Neurologist,Epilepsy,1
2426,Ashish Kumar,Neurologist,Epilepsy,1
2427,Ashish Kumar,Neurologist,Epilepsy,1
2428,Ashish Kumar,Neurologist,Epilepsy,1
2429,Ashish Kumar,Neurologist,Epilepsy,1
2430,Ashish Kumar,Neurologist,Epilepsy,1
2438,Ashish Kumar,Neurologist,Migrane,4
2439,Ashish Kumar,Neurologist,Migrane,4
2443,Ashish Kumar,Neurologist,Alzheimer,2
2444,Ashish Kumar,Neurologist,Alzheimer,2
2445,Ashish Kumar,Neurologist,Alzheimer,2
2446,Ashish Kumar,Neurologist,Alzheimer,2
2447,Ashish Kumar,Neurologist,Alzheimer,2
2448,Ashish Kumar,Neurologist,Alzheimer,2
651,Ashit M,Physiotherapist,Arthiritis,3
652,Ashit M,Physiotherapist,Arthiritis,3
653,Ashit M,Physiotherapist,Arthiritis,3
674,Ashit M,Physiotherapist,Asthma,2
675,Ashit M,Physiotherapist,Asthma,2
726,Ashit M,Physiotherapist,Back Pain,1
728,Ashit M,Physiotherapist,Dementia,4
729,Ashit M,Physiotherapist,Dementia,4
731,Ashit M,Physiotherapist,Chronic Pain,5
2847,Ashok A,Orthopedic Surgeon,Lower Back Pain,1
2848,Ashok A,Orthopedic Surgeon,Lower Back Pain,1
2849,Ashok A,Orthopedic Surgeon,Lower Back Pain,1
2850,Ashok A,Orthopedic Surgeon,Lower Back Pain,1
2908,Ashok A,Orthopedic Surgeon,Scoliosis,3
2909,Ashok A,Orthopedic Surgeon,Scoliosis,3
2910,Ashok A,Orthopedic Surgeon,Scoliosis,3
2954,Ashok A,Orthopedic Surgeon,Bone Fractures,5
1797,Ashok A. Mahashur,Urologist,blasser prolapse,4
1798,Ashok A. Mahashur,Urologist,prostatis,1
1799,Ashok A. Mahashur,Urologist,postate cancer,5
1800,Ashok A. Mahashur,Urologist,hematuria,3
1801,Ashok A. Mahashur,Urologist,blasser prolapse,4
1802,Ashok A. Mahashur,Urologist,prostatis,1
1803,Ashok A. Mahashur,Urologist,postate cancer,5
1804,Ashok A. Mahashur,Urologist,overactive bladder,2
1805,Ashok A. Mahashur,Urologist,prostatis,1
52,Ashok Kumar,Cardiologist,Stroke,4
53,Ashok Kumar,Cardiologist,Stroke,4
85,Ashok Kumar,Cardiologist,Cardiomyopathy,3
86,Ashok Kumar,Cardiologist,Cardiomyopathy,3
87,Ashok Kumar,Cardiologist,Cardiomyopathy,3
111,Ashok Kumar,Cardiologist,Vascular Disease,1
112,Ashok Kumar,Cardiologist,Arrhythmia,2
113,Ashok Kumar,Cardiologist,Arrhythmia,2
118,Ashok Kumar,Cardiologist,Arrhythmia,2
119,Ashok Kumar,Cardiologist,Arrhythmia,2
2898,Ashok Panagariya,Neurologist,Brain Tumour,5
2899,Ashok Panagariya,Neurologist,Brain Tumour,5
2900,Ashok Panagariya,Neurologist,Brain Tumour,5
2901,Ashok Panagariya,Neurologist,Brain Tumour,5
2921,Ashok Panagariya,Neurologist,Migrane,4
2976,Ashok Panagariya,Neurologist,Sclerosis,3
2990,Ashok Panagariya,Neurologist,Epilepsy,1
2993,Ashok Panagariya,Neurologist,Alzheimer,2
533,Ashu Seith,Physiotherapist,Arthiritis,3
534,Ashu Seith,Physiotherapist,Arthiritis,3
535,Ashu Seith,Physiotherapist,Arthiritis,3
624,Ashu Seith,Physiotherapist,Asthma,2
625,Ashu Seith,Physiotherapist,Asthma,2
626,Ashu Seith,Physiotherapist,Asthma,2
627,Ashu Seith,Physiotherapist,Asthma,2
628,Ashu Seith,Physiotherapist,Asthma,2
629,Ashu Seith,Physiotherapist,Asthma,2
706,Ashu Seith,Physiotherapist,Back Pain,1
707,Ashu Seith,Physiotherapist,Back Pain,1
708,Ashu Seith,Physiotherapist,Back Pain,1
709,Ashu Seith,Physiotherapist,Back Pain,1
710,Ashu Seith,Physiotherapist,Back Pain,1
717,Ashu Seith,Physiotherapist,Back Pain,1
941,Ashutosh,Dermatologist,sunburn,3
942,Ashutosh,Dermatologist,acne,2
943,Ashutosh,Dermatologist,sunburn,3
944,Ashutosh,Dermatologist,ichthyosis,1
945,Ashutosh,Dermatologist,sunburn,3
946,Ashutosh,Dermatologist,acne,2
947,Ashutosh,Dermatologist,eczema,4
948,Ashutosh,Dermatologist,ichthyosis,1
949,Ashutosh,Dermatologist,eczema,4
950,Ashutosh,Dermatologist,acne,2
951,Ashutosh,Dermatologist,psoriasis,5
952,Ashutosh,Dermatologist,ichthyosis,1
348,Ashutosh Nath,Cardiologist,Vascular Disease,1
399,Ashutosh Nath,Cardiologist,Arrhythmia,2
452,Ashutosh Nath,Cardiologist,Arrhythmia,2
492,Ashutosh Nath,Cardiologist,Arrhythmia,2
529,Ashutosh Nath,Cardiologist,Cardiomyopathy,3
561,Ashutosh Nath,Cardiologist,Stroke,4
609,Ashutosh Nath,Cardiologist,Stroke,4
668,Ashutosh Nath,Cardiologist,Heart Failure,5
